time,P,T,RH,LAT,LON,WD,WS,IF
2019/07/14 13:01:48.480000,1004.9811710000001,34.47,65.1,121.44227,24.99755,180.0,0.03333333333333333,0.0
2019/07/14 13:01:49.480000,1004.951562,34.48,64.8,121.44227,24.99755,180.0,0.11666666666666665,0.0
2019/07/14 13:01:50.480000,1004.850859,34.49,64.9,121.44227,24.99755,180.0,0.04722222222222222,0.0
2019/07/14 13:01:51.479000,1004.87789,34.52,64.9,121.44227,24.99756,180.0,0.008333333333333333,0.0
2019/07/14 13:01:52.480000,1004.8751560000001,34.53,64.8,121.44227,24.99756,180.0,0.01388888888888889,0.0
2019/07/14 13:01:53.480000,1004.883437,34.55,64.8,121.44227,24.99756,180.0,0.05833333333333333,0.0
2019/07/14 13:01:54.480000,1004.9115619999999,34.54,64.8,121.44227,24.99756,180.0,0.022222222222222223,0.0
2019/07/14 13:01:55.482000,1004.8903119999999,34.56,64.8,121.44227,24.99756,180.0,0.049999999999999996,0.0
2019/07/14 13:01:56.480000,1004.930156,34.57,64.8,121.44227,24.99756,180.0,0.05277777777777778,0.0
2019/07/14 13:01:57.479000,1004.939218,34.61,64.7,121.44227,24.99756,180.0,0.016666666666666666,0.0
2019/07/14 13:01:58.480000,1004.922734,34.6,64.3,121.44227,24.99756,180.0,0.04722222222222222,0.0
2019/07/14 13:01:59.480000,1004.9019529999999,34.61,63.7,121.44227,24.99757,180.0,0.075,0.0
2019/07/14 13:02:00.480000,1004.87,34.62,63.2,121.44227,24.99757,180.0,0.011111111111111112,0.0
2019/07/14 13:02:01.484000,1004.9170310000001,34.62,62.9,121.44227,24.99757,180.0,0.044444444444444446,0.0
2019/07/14 13:02:02.480000,1004.953125,34.63,62.6,121.44227,24.99757,180.0,0.005555555555555556,0.0
2019/07/14 13:02:03.479000,1004.908437,34.66,62.5,121.44227,24.99757,180.0,0.011111111111111112,0.0
2019/07/14 13:02:04.480000,1004.939062,34.63,62.6,121.44227,24.99757,180.0,0.02777777777777778,0.0
2019/07/14 13:02:05.479000,1004.883359,34.67,62.6,121.44227,24.99757,180.0,0.0,0.0
2019/07/14 13:02:06.480000,1004.9178119999999,34.67,62.4,121.44227,24.99757,180.0,0.05555555555555556,0.0
2019/07/14 13:02:07.480000,1004.909062,34.69,62.6,121.44227,24.99757,180.0,0.03888888888888889,0.0
2019/07/14 13:02:08.480000,1004.92,34.68,62.6,121.44227,24.99757,180.0,0.008333333333333333,0.0
2019/07/14 13:02:09.479000,1004.921171,34.68,62.6,121.44227,24.99757,180.0,0.05833333333333333,0.0
2019/07/14 13:02:10.479000,1004.9225,34.7,62.7,121.44227,24.99757,180.0,0.036111111111111115,0.0
2019/07/14 13:02:11.480000,1004.901015,34.7,62.7,121.44227,24.99757,180.0,0.016666666666666666,0.0
2019/07/14 13:02:12.480000,1004.90625,34.7,62.7,121.44227,24.99757,180.0,0.022222222222222223,0.0
2019/07/14 13:02:13.481000,1004.876875,34.71,62.8,121.44227,24.99757,180.0,0.05277777777777778,0.0
2019/07/14 13:02:14.479000,1004.90125,34.73,62.9,121.44227,24.99757,180.0,0.03888888888888889,0.0
2019/07/14 13:02:15.480000,1004.863593,34.72,63.1,121.44227,24.99757,180.0,0.07222222222222223,0.0
2019/07/14 13:02:16.480000,1004.874609,34.75,63.3,121.44227,24.99757,180.0,0.09166666666666667,0.0
2019/07/14 13:02:17.479000,1004.868437,34.74,63.7,121.44227,24.99757,180.0,0.04722222222222222,0.0
2019/07/14 13:02:18.480000,1004.91,34.75,64.9,121.44227,24.99757,180.0,0.022222222222222223,0.0
2019/07/14 13:02:19.481000,1004.8920310000001,34.76,64.7,121.44227,24.99757,180.0,0.019444444444444445,0.0
2019/07/14 13:02:20.480000,1004.898437,34.76,65.3,121.44227,24.99757,180.0,0.044444444444444446,0.0
2019/07/14 13:02:21.479000,1004.894843,34.8,64.6,121.44227,24.99757,180.0,0.016666666666666666,0.0
2019/07/14 13:02:22.482000,1004.867656,34.81,64.2,121.44227,24.99757,180.0,0.05555555555555556,0.0
2019/07/14 13:02:23.480000,1004.884062,34.84,64.1,121.44227,24.99757,180.0,0.005555555555555556,0.0
2019/07/14 13:02:24.480000,1004.91625,34.85,63.8,121.44227,24.99757,180.0,0.05833333333333333,0.0
2019/07/14 13:02:25.480000,1004.87625,34.88,64.5,121.44227,24.99757,180.0,0.06388888888888888,0.0
2019/07/14 13:02:26.479000,1004.8970310000001,34.89,64.0,121.44227,24.99757,180.0,0.044444444444444446,0.0
2019/07/14 13:02:27.480000,1004.930937,34.9,64.2,121.44227,24.99757,180.0,0.08055555555555555,0.0
2019/07/14 13:02:28.480000,1004.8889839999999,34.92,63.9,121.44227,24.99757,180.0,0.02777777777777778,0.0
2019/07/14 13:02:29.479000,1004.909453,34.92,63.9,121.44227,24.99757,180.0,0.022222222222222223,0.0
2019/07/14 13:02:30.480000,1004.928593,34.97,63.7,121.44227,24.99757,180.0,0.05555555555555556,0.0
2019/07/14 13:02:31.482000,1004.897812,34.96,63.8,121.44227,24.99757,180.0,0.075,0.0
2019/07/14 13:02:32.481000,1004.892187,34.97,64.3,121.44227,24.99756,180.0,0.09999999999999999,0.0
2019/07/14 13:02:33.480000,1004.903906,34.99,64.6,121.44227,24.99756,180.0,0.03888888888888889,0.0
2019/07/14 13:02:34.479000,1004.905625,35.0,64.8,121.44227,24.99756,180.0,0.10277777777777777,0.0
2019/07/14 13:02:35.480000,1004.874218,35.01,64.3,121.44227,24.99756,180.0,0.01388888888888889,0.0
2019/07/14 13:02:36.480000,1004.883046,35.02,63.7,121.44227,24.99756,180.0,0.03333333333333333,0.0
2019/07/14 13:02:37.480000,1004.88164,35.04,63.6,121.44227,24.99756,180.0,0.036111111111111115,0.0
2019/07/14 13:02:38.480000,1004.874843,35.04,63.9,121.44227,24.99756,180.0,0.06388888888888888,0.0
2019/07/14 13:02:39.480000,1004.886484,35.04,63.7,121.44227,24.99756,180.0,0.022222222222222223,0.0
2019/07/14 13:02:40.479000,1004.876562,35.05,63.4,121.44227,24.99756,180.0,0.049999999999999996,0.0
2019/07/14 13:02:41.479000,1004.8575,35.06,64.0,121.44227,24.99756,180.0,0.008333333333333333,0.0
2019/07/14 13:02:42.480000,1004.887968,35.08,64.3,121.44227,24.99756,180.0,0.04722222222222222,0.0
2019/07/14 13:02:43.486000,1004.8970310000001,35.11,64.3,121.44227,24.99756,180.0,0.07777777777777778,0.0
2019/07/14 13:02:44.479000,1004.892812,35.11,63.6,121.44227,24.99756,180.0,0.041666666666666664,0.0
2019/07/14 13:02:45.480000,1004.892578,35.11,62.8,121.44227,24.99756,180.0,0.030555555555555555,0.0
2019/07/14 13:02:46.480000,1004.909375,35.13,63.0,121.44227,24.99756,180.0,0.06944444444444445,0.0
2019/07/14 13:02:47.480000,1004.9059369999999,35.14,63.1,121.44227,24.99756,180.0,0.024999999999999998,0.0
2019/07/14 13:02:48.479000,1004.96875,35.14,63.1,121.44227,24.99756,180.0,0.044444444444444446,0.0
2019/07/14 13:02:49.486000,1004.936093,35.16,63.1,121.44227,24.99756,180.0,0.030555555555555555,0.0
2019/07/14 13:02:50.479000,1004.971953,35.17,62.7,121.44227,24.99756,180.0,0.022222222222222223,0.0
2019/07/14 13:02:51.480000,1005.0064060000001,35.19,61.9,121.44227,24.99756,180.0,0.016666666666666666,0.0
2019/07/14 13:02:52.481000,1004.961562,35.21,61.7,121.44227,24.99756,180.0,0.03888888888888889,0.0
2019/07/14 13:02:53.480000,1004.940312,35.21,61.8,121.44227,24.99756,180.0,0.05833333333333333,0.0
2019/07/14 13:02:54.480000,1004.945937,35.23,61.7,121.44227,24.99756,180.0,0.09999999999999999,0.0
2019/07/14 13:02:55.482000,1004.9744529999999,35.23,61.3,121.44227,24.99756,180.0,0.036111111111111115,0.0
2019/07/14 13:02:56.479000,1004.9482810000001,35.26,61.5,121.44227,24.99756,180.0,0.18333333333333335,0.0
2019/07/14 13:02:57.479000,1004.94914,35.26,61.8,121.44227,24.99756,180.0,0.03333333333333333,0.0
2019/07/14 13:02:58.479000,1004.9371869999999,35.27,62.2,121.44227,24.99755,180.0,0.09722222222222221,0.0
2019/07/14 13:02:59.480000,1004.9428119999999,35.28,62.3,121.44227,24.99755,180.0,0.09999999999999999,0.0
2019/07/14 13:03:00.480000,1004.946875,35.29,61.9,121.44227,24.99756,180.0,0.17222222222222222,0.0
2019/07/14 13:03:01.482000,1004.9232810000001,35.3,60.5,121.44227,24.99755,180.0,0.5888888888888889,0.0
2019/07/14 13:03:02.481000,1004.9070310000001,35.32,59.8,121.44227,24.99755,180.0,0.5499999999999999,0.0
2019/07/14 13:03:03.479000,1004.9275,35.33,60.4,121.44227,24.99755,180.0,0.3805555555555556,0.0
2019/07/14 13:03:04.481000,1004.922343,35.33,62.0,121.44227,24.99756,180.0,0.7,0.0
2019/07/14 13:03:05.481000,1004.8707810000001,35.35,62.4,121.44227,24.99756,189.86,0.7666666666666666,0.0
2019/07/14 13:03:06.480000,1004.898593,35.35,62.9,121.44227,24.99757,189.86,0.14166666666666666,0.0
2019/07/14 13:03:07.480000,1004.861953,35.36,62.9,121.44227,24.99757,189.86,0.06666666666666667,0.0
2019/07/14 13:03:08.484000,1004.846093,35.36,62.6,121.44227,24.99758,189.86,0.019444444444444445,0.0
2019/07/14 13:03:09.479000,1004.8915619999999,35.39,61.7,121.44227,24.99758,189.86,0.09999999999999999,0.0
2019/07/14 13:03:10.479000,1004.8651560000001,35.4,61.6,121.44227,24.99758,189.86,0.04722222222222222,0.0
2019/07/14 13:03:11.480000,1004.8667960000001,35.4,61.9,121.44228000000001,24.99758,189.86,0.036111111111111115,0.0
2019/07/14 13:03:12.479000,1004.877656,35.42,62.3,121.44228000000001,24.99759,189.86,0.06388888888888888,0.0
2019/07/14 13:03:13.481000,1004.862343,35.41,62.5,121.44228000000001,24.99759,189.86,0.044444444444444446,0.0
2019/07/14 13:03:14.480000,1004.841484,35.42,62.2,121.44228000000001,24.99759,189.86,0.09722222222222221,0.0
2019/07/14 13:03:15.479000,1004.865625,35.4,61.6,121.44228000000001,24.99759,189.86,0.03888888888888889,0.0
2019/07/14 13:03:16.480000,1004.85,35.4,61.2,121.44228000000001,24.99759,189.86,0.1527777777777778,0.0
2019/07/14 13:03:17.480000,1004.8700779999999,35.41,61.2,121.44228000000001,24.99759,189.86,0.08055555555555555,0.0
2019/07/14 13:03:18.480000,1004.8584369999999,35.39,61.0,121.44228000000001,24.9976,189.86,0.13333333333333333,0.0
2019/07/14 13:03:19.484000,1004.90375,35.39,61.0,121.44228000000001,24.9976,189.86,0.044444444444444446,0.0
2019/07/14 13:03:20.479000,1004.825937,35.36,61.4,121.44228000000001,24.9976,189.86,0.05277777777777778,0.0
2019/07/14 13:03:21.480000,1004.8694529999999,35.35,61.1,121.44228000000001,24.9976,189.86,0.09999999999999999,0.0
2019/07/14 13:03:22.479000,1004.9015619999999,35.33,60.9,121.44228000000001,24.9976,189.86,0.16944444444444443,0.0
2019/07/14 13:03:23.480000,1004.887187,35.33,60.6,121.44228000000001,24.9976,189.86,0.2333333333333333,0.0
2019/07/14 13:03:24.480000,1004.8746869999999,35.31,60.7,121.44228999999999,24.9976,189.86,0.20555555555555555,0.0
2019/07/14 13:03:25.480000,1004.8790619999999,35.3,60.5,121.44228999999999,24.9976,189.86,0.11944444444444444,0.0
2019/07/14 13:03:26.480000,1004.896875,35.29,60.0,121.44228999999999,24.99761,189.86,0.2638888888888889,0.0
2019/07/14 13:03:27.480000,1004.845937,35.27,58.9,121.44228999999999,24.99761,189.86,0.4111111111111111,0.0
2019/07/14 13:03:28.480000,1004.8853119999999,35.26,58.6,121.44228000000001,24.9976,189.86,0.5055555555555555,0.0
2019/07/14 13:03:29.479000,1004.855937,35.23,58.6,121.44228000000001,24.9976,189.86,0.24166666666666667,0.0
2019/07/14 13:03:30.480000,1004.858593,35.22,59.7,121.44228000000001,24.9976,189.86,0.2361111111111111,0.0
2019/07/14 13:03:31.481000,1004.842187,35.21,60.5,121.44228000000001,24.99761,189.86,0.19444444444444442,0.0
2019/07/14 13:03:32.482000,1004.815937,35.19,61.7,121.44228000000001,24.99761,189.86,0.26111111111111107,0.0
2019/07/14 13:03:33.480000,1004.835625,35.19,62.3,121.44228000000001,24.99761,189.86,0.075,0.0
2019/07/14 13:03:34.479000,1004.831718,35.17,62.5,121.44228000000001,24.99761,189.86,0.18611111111111112,0.0
2019/07/14 13:03:35.479000,1004.811796,35.15,62.7,121.44228000000001,24.99761,189.86,0.19166666666666665,0.0
2019/07/14 13:03:36.480000,1004.819765,35.14,62.5,121.44228000000001,24.99761,189.86,0.11666666666666665,0.0
2019/07/14 13:03:37.484000,1004.829218,35.13,62.7,121.44228000000001,24.99761,189.86,0.25,0.0
2019/07/14 13:03:38.480000,1004.815312,35.12,62.9,121.44228000000001,24.99761,189.86,0.18333333333333335,0.0
2019/07/14 13:03:39.481000,1004.8171869999999,35.1,63.5,121.44228000000001,24.99762,189.86,0.6472222222222223,0.0
2019/07/14 13:03:40.480000,1004.798359,35.1,63.1,121.44228000000001,24.99762,189.86,0.19444444444444442,0.0
2019/07/14 13:03:41.480000,1004.778906,35.07,62.9,121.44228000000001,24.99762,189.86,0.08333333333333333,0.0
2019/07/14 13:03:42.479000,1004.8225,35.06,62.1,121.44228000000001,24.99762,189.86,0.044444444444444446,0.0
2019/07/14 13:03:43.481000,1004.81,35.03,61.7,121.44228000000001,24.99761,82.98000000000002,1.0055555555555555,0.0
2019/07/14 13:03:44.480000,1004.723125,35.02,60.0,121.44228000000001,24.9976,82.98000000000002,0.6055555555555556,0.0
2019/07/14 13:03:45.480000,1004.832343,35.02,59.2,121.44228000000001,24.9976,82.98000000000002,1.2638888888888888,0.0
2019/07/14 13:03:46.480000,1004.8180460000001,34.98,59.2,121.44228999999999,24.9976,82.98000000000002,0.6916666666666668,0.0
2019/07/14 13:03:47.479000,1004.781875,34.97,59.4,121.44228999999999,24.9976,82.98000000000002,0.21666666666666667,0.0
2019/07/14 13:03:48.481000,1004.768437,34.96,59.7,121.44228999999999,24.99759,82.98000000000002,0.4583333333333333,0.0
2019/07/14 13:03:49.480000,1004.763281,34.93,60.1,121.44228000000001,24.9976,82.98000000000002,0.5111111111111111,0.0
2019/07/14 13:03:50.479000,1004.7609369999999,34.91,60.2,121.44228000000001,24.99759,82.98000000000002,0.25555555555555554,0.0
2019/07/14 13:03:51.480000,1004.757343,34.9,60.3,121.44228000000001,24.9976,82.98000000000002,0.4083333333333333,0.0
2019/07/14 13:03:52.479000,1004.726562,34.88,60.7,121.44228000000001,24.99759,82.98000000000002,0.3277777777777778,0.0
2019/07/14 13:03:53.479000,1004.735859,34.85,60.8,121.44228999999999,24.9976,132.19,0.9194444444444444,0.0
2019/07/14 13:03:54.479000,1004.7364060000001,34.86,60.8,121.44228999999999,24.9976,132.19,0.675,0.0
2019/07/14 13:03:55.483000,1004.732968,34.85,60.9,121.44228999999999,24.99759,86.32,0.7333333333333334,0.0
2019/07/14 13:03:56.480000,1004.7025,34.84,60.9,121.44228000000001,24.99758,48.39999999999998,0.6222222222222222,0.0
2019/07/14 13:03:57.479000,1004.7345310000001,34.82,61.3,121.44228000000001,24.99758,48.39999999999998,0.25,0.0
2019/07/14 13:03:58.480000,1004.7657029999999,34.82,61.3,121.44228000000001,24.99759,48.39999999999998,0.11111111111111112,0.0
2019/07/14 13:03:59.480000,1004.764453,34.83,60.5,121.44228000000001,24.99759,48.39999999999998,0.03888888888888889,0.0
2019/07/14 13:04:00.480000,1004.7196869999999,34.81,60.9,121.44228000000001,24.99759,48.39999999999998,0.036111111111111115,0.0
2019/07/14 13:04:01.481000,1004.7101560000001,34.82,61.1,121.44228000000001,24.99759,48.39999999999998,0.2361111111111111,0.0
2019/07/14 13:04:02.488000,1004.746562,34.8,60.7,121.44228000000001,24.99759,48.39999999999998,0.08888888888888889,0.0
2019/07/14 13:04:03.480000,1004.7425,34.81,61.4,121.44228000000001,24.9976,48.39999999999998,0.14722222222222223,0.0
2019/07/14 13:04:04.480000,1004.7353119999999,34.8,61.2,121.44228000000001,24.9976,48.39999999999998,0.1388888888888889,0.0
2019/07/14 13:04:05.480000,1004.765468,34.81,61.9,121.44228000000001,24.9976,48.39999999999998,0.044444444444444446,0.0
2019/07/14 13:04:06.480000,1004.769921,34.82,62.7,121.44228000000001,24.9976,48.39999999999998,0.019444444444444445,0.0
2019/07/14 13:04:07.484000,1004.810156,34.81,61.4,121.44228000000001,24.9976,48.39999999999998,0.07777777777777778,0.0
2019/07/14 13:04:08.481000,1004.792109,34.82,61.5,121.44228000000001,24.9976,48.39999999999998,0.05277777777777778,0.0
2019/07/14 13:04:09.480000,1004.785625,34.82,61.6,121.44228000000001,24.9976,48.39999999999998,0.06388888888888888,0.0
2019/07/14 13:04:10.479000,1004.791718,34.83,61.4,121.44228000000001,24.9976,48.39999999999998,0.06111111111111111,0.0
2019/07/14 13:04:11.480000,1004.7874210000001,34.83,61.4,121.44227,24.9976,48.39999999999998,0.01388888888888889,0.0
2019/07/14 13:04:12.479000,1004.7982810000001,34.84,61.0,121.44227,24.9976,48.39999999999998,0.09722222222222221,0.0
2019/07/14 13:04:13.483000,1004.7939060000001,34.84,60.6,121.44227,24.9976,48.39999999999998,0.1388888888888889,0.0
2019/07/14 13:04:14.480000,1004.789531,34.85,60.3,121.44227,24.9976,48.39999999999998,0.11944444444444444,0.0
2019/07/14 13:04:15.480000,1004.80375,34.85,60.7,121.44227,24.9976,48.39999999999998,0.03333333333333333,0.0
2019/07/14 13:04:16.479000,1004.768906,34.85,61.0,121.44227,24.99761,48.39999999999998,0.022222222222222223,0.0
2019/07/14 13:04:17.480000,1004.7451560000001,34.85,61.0,121.44227,24.99761,48.39999999999998,0.09999999999999999,0.0
2019/07/14 13:04:18.480000,1004.788125,34.84,61.0,121.44227,24.99761,48.39999999999998,0.19444444444444442,0.0
2019/07/14 13:04:19.480000,1004.7814060000001,34.83,61.2,121.44227,24.99761,48.39999999999998,0.08888888888888889,0.0
2019/07/14 13:04:20.482000,1004.8484369999999,34.82,61.3,121.44227,24.9976,48.39999999999998,0.18055555555555555,0.0
2019/07/14 13:04:21.479000,1004.8239060000001,34.81,61.2,121.44227,24.9976,48.39999999999998,0.075,0.0
2019/07/14 13:04:22.479000,1004.84,34.8,61.2,121.44227,24.9976,48.39999999999998,0.07222222222222223,0.0
2019/07/14 13:04:23.480000,1004.846093,34.8,61.2,121.44227,24.9976,48.39999999999998,0.011111111111111112,0.0
2019/07/14 13:04:24.479000,1004.837656,34.8,61.5,121.44227,24.9976,48.39999999999998,0.14444444444444446,0.0
2019/07/14 13:04:25.480000,1004.833593,34.78,61.2,121.44227,24.9976,48.39999999999998,0.18055555555555555,0.0
2019/07/14 13:04:26.479000,1004.8386710000001,34.77,61.6,121.44227,24.9976,48.39999999999998,0.05555555555555556,0.0
2019/07/14 13:04:27.479000,1004.867656,34.76,61.7,121.44227,24.9976,48.39999999999998,0.06944444444444445,0.0
2019/07/14 13:04:28.484000,1004.7989060000001,34.75,61.6,121.44227,24.9976,48.39999999999998,0.041666666666666664,0.0
2019/07/14 13:04:29.480000,1004.873281,34.75,61.3,121.44227,24.9976,48.39999999999998,0.38611111111111107,0.0
2019/07/14 13:04:30.479000,1004.868281,34.74,61.7,121.44227,24.9976,48.39999999999998,0.03888888888888889,0.0
2019/07/14 13:04:31.482000,1004.862343,34.74,61.9,121.44227,24.9976,48.39999999999998,0.04722222222222222,0.0
2019/07/14 13:04:32.480000,1004.873593,34.73,61.7,121.44227,24.9976,48.39999999999998,0.041666666666666664,0.0
2019/07/14 13:04:33.479000,1004.852031,34.72,61.8,121.44227,24.9976,48.39999999999998,0.04722222222222222,0.0
2019/07/14 13:04:34.480000,1004.872734,34.71,61.8,121.44227,24.9976,48.39999999999998,0.005555555555555556,0.0
2019/07/14 13:04:35.480000,1004.909375,34.71,61.8,121.44227,24.99761,48.39999999999998,0.049999999999999996,0.0
2019/07/14 13:04:36.479000,1004.916718,34.71,61.9,121.44227,24.99761,48.39999999999998,0.03333333333333333,0.0
2019/07/14 13:04:37.480000,1004.91,34.71,62.4,121.44227,24.99761,48.39999999999998,0.03888888888888889,0.0
2019/07/14 13:04:38.479000,1004.8859369999999,34.7,62.7,121.44227,24.99761,48.39999999999998,0.04722222222222222,0.0
2019/07/14 13:04:39.481000,1004.9263279999999,34.7,62.8,121.44227,24.99761,48.39999999999998,0.28055555555555556,0.0
2019/07/14 13:04:40.480000,1004.9180460000001,34.69,62.9,121.44227,24.99761,48.39999999999998,0.09722222222222221,0.0
2019/07/14 13:04:41.481000,1004.8953119999999,34.7,63.2,121.44227,24.99761,48.39999999999998,0.022222222222222223,0.0
2019/07/14 13:04:42.479000,1004.8903119999999,34.68,62.8,121.44227,24.99761,48.39999999999998,0.10277777777777777,0.0
2019/07/14 13:04:43.480000,1004.9159369999999,34.68,62.6,121.44227,24.99761,48.39999999999998,0.08611111111111111,0.0
2019/07/14 13:04:44.480000,1004.8800779999999,34.66,62.8,121.44227,24.99761,48.39999999999998,0.02777777777777778,0.0
2019/07/14 13:04:45.480000,1004.857812,34.66,62.3,121.44227,24.99761,48.39999999999998,0.4444444444444445,0.0
2019/07/14 13:04:46.479000,1004.8864060000001,34.65,61.7,121.44227,24.99761,48.39999999999998,0.3222222222222222,0.0
2019/07/14 13:04:47.480000,1004.8959369999999,34.65,61.5,121.44227,24.99761,48.39999999999998,0.1527777777777778,0.0
2019/07/14 13:04:48.479000,1004.849375,34.63,61.3,121.44227,24.99761,48.39999999999998,0.14444444444444446,0.0
2019/07/14 13:04:49.483000,1004.822968,34.66,61.3,121.44227,24.99761,48.39999999999998,0.09999999999999999,0.0
2019/07/14 13:04:50.480000,1004.8442960000001,34.63,61.5,121.44227,24.99761,48.39999999999998,0.19722222222222222,0.0
2019/07/14 13:04:51.480000,1004.804687,34.65,61.1,121.44227,24.99761,48.39999999999998,0.08333333333333333,0.0
2019/07/14 13:04:52.479000,1004.785156,34.63,60.9,121.44227,24.99762,48.39999999999998,0.10833333333333334,0.0
2019/07/14 13:04:53.479000,1004.810625,34.65,60.8,121.44227,24.99762,48.39999999999998,0.10555555555555556,0.0
2019/07/14 13:04:54.479000,1004.82375,34.65,61.3,121.44227,24.99762,48.39999999999998,0.030555555555555555,0.0
2019/07/14 13:04:55.481000,1004.817968,34.66,61.9,121.44227,24.99762,48.39999999999998,0.036111111111111115,0.0
2019/07/14 13:04:56.479000,1004.8132810000001,34.66,61.4,121.44227,24.99762,48.39999999999998,0.05555555555555556,0.0
2019/07/14 13:04:57.479000,1004.7707029999999,34.66,60.9,121.44227,24.99761,48.39999999999998,0.044444444444444446,0.0
2019/07/14 13:04:58.479000,1004.79375,34.68,61.3,121.44227,24.99761,48.39999999999998,0.04722222222222222,0.0
2019/07/14 13:04:59.480000,1004.783593,34.68,60.9,121.44227,24.99761,48.39999999999998,0.03888888888888889,0.0
2019/07/14 13:05:00.480000,1004.7765619999999,34.69,60.3,121.44227,24.99761,48.39999999999998,0.05277777777777778,0.0
2019/07/14 13:05:01.481000,1004.763593,34.68,60.4,121.44228000000001,24.99762,281.32,1.511111111111111,0.0
2019/07/14 13:05:02.486000,1004.76375,34.7,60.6,121.44228999999999,24.99762,281.32,0.03333333333333333,0.0
2019/07/14 13:05:03.480000,1004.772343,34.71,61.2,121.44228999999999,24.99762,281.32,0.019444444444444445,0.0
2019/07/14 13:05:04.479000,1004.7886710000001,34.7,61.7,121.44228999999999,24.99762,281.32,0.08611111111111111,0.0
2019/07/14 13:05:05.479000,1004.749531,34.72,61.7,121.44228999999999,24.99762,281.32,0.044444444444444446,0.0
2019/07/14 13:05:06.479000,1004.739609,34.73,61.7,121.44228999999999,24.99761,281.32,0.041666666666666664,0.0
2019/07/14 13:05:07.484000,1004.7514060000001,34.73,61.6,121.44228999999999,24.99761,281.32,0.175,0.0
2019/07/14 13:05:09.480000,1004.8232810000001,34.76,60.9,121.44228999999999,24.99761,281.32,0.075,0.0
2019/07/14 13:05:10.479000,1004.785625,34.76,61.1,121.44228999999999,24.99761,281.32,0.09166666666666667,0.0
2019/07/14 13:05:11.479000,1004.806093,34.77,61.0,121.44228000000001,24.99761,281.32,0.022222222222222223,0.0
2019/07/14 13:05:12.479000,1004.81125,34.77,61.1,121.44228000000001,24.99761,281.32,0.06666666666666667,0.0
2019/07/14 13:05:13.484000,1004.825468,34.77,61.8,121.44228000000001,24.99761,281.32,0.016666666666666666,0.0
2019/07/14 13:05:14.479000,1004.857187,34.8,62.2,121.44228000000001,24.99761,281.32,0.09166666666666667,0.0
2019/07/14 13:05:15.479000,1004.8627339999999,34.8,62.0,121.44228000000001,24.99761,281.32,0.09444444444444444,0.0
2019/07/14 13:05:16.480000,1004.874218,34.81,61.9,121.44228000000001,24.99762,281.32,0.06111111111111111,0.0
2019/07/14 13:05:17.478000,1004.862656,34.82,61.9,121.44228000000001,24.99762,281.32,0.02777777777777778,0.0
2019/07/14 13:05:18.479000,1004.883046,34.82,61.6,121.44228000000001,24.99762,281.32,0.02777777777777778,0.0
